Journal Name,ISSN,ISSN Online,Start year,www,ABDC FoR code,ABDC Ranking
Briefings in Real Estate Finance,1473-1894,1555-0990,2001.0,http://www3.interscience.wiley.com/,1504,C
British Accounting Review,0890-8389,1095-8347,1969.0,http://www.elsevier.com/,1501,A
British Actuarial Journal,1357-3217,,1998.0,http://www.actuaries.org.uk/knowledge/annals_baj,1502,B
British Journal of Health Care Management,1358-0574,,1995.0,http://www.bjhcm.co.uk/,1503,C
British Journal of Industrial Relations: an international journal of employment relation,0007-1080,1467-8543,1963.0,http://www.wiley.com/,1503,A*
British Journal of Management,1045-3172,1467-8551,1990.0,http://www.wiley.com/,1503,A
British Journal of Mathematical and Statistical Psychology,0007-1102,,1947.0,http://www.swetswise.com/,1403,B
British Journal of Political Science,0007-1234,1469-2112,1971.0,http://journals.cambridge.org/,1499,A
British Journal of Psychology,0007-1269,,1904.0,http://www.ebscohost.com/,1503,A
British Journal of Social Psychology,0144-6665,,1962.0,http://www.swetswise.com/,1503,A
British Journal of Sociology,0007-1315,1468-4446,1950.0,http://www3.interscience.wiley.com/,1503,A
British Tax Review,0007-1870,,1956.0,http://www.sweetandmaxwell.co.uk/,180125,A*
Brookings Papers on Economic Activity,0007-2303,1533-4465,1970.0,http://www.brookings.edu/,1402,A
Brookings–Wharton Papers on Financial Services,1098-3651,1533-4430,1998.0,http://muse.jhu.edu/,1502,C
Brussels Economic Review,0008-0195,,1958.0,http://homepages.vub.ac.be/~mcincera/BER/BER.html,1402,C
"Building Research and Information: the international journal of research, development and demonstration",0961-3218,1466-4321,1970.0,http://www.ebscohost.com/,1503,A
Bulletin for International Taxation,0007-4624,,1946.0,http://www.ibfd.org/,180125,B
Bulletin of Comparative Labour Relations,0770-3724,,1975.0,,1503,C
Bulletin of Economic Research,0307-3378,1467-8586,1948.0,http://www.wiley.com/,1402,B
Bulletin of Indonesian Economic Studies,0007-4918,1472-7234,1965.0,http://www.tandf.co.uk/,1402,B
Bulletin of Informatics and Cybernetics,0286-522X,,1950.0,,806,C
Business and Information Systems Engineering,1867-0202,0937-6429 ,2009.0,http://springerlink.com,806,C
Business and Politics,1369-5258,1469-3569,1999.0,http://www.bepress.com/bap/,1503,A
Business and Professional Ethics Journal,0277-2027,,1981.0,http://www.ethics.ufl.edu/BPEJ/index.html,1503,C
Business and Society,0007-6503,1552-4205,1960.0,http://www.sagepub.com/,1503,B
Business and Society Review,0045-3609,,1972.0,,1503,C
Business Communication Quarterly,1080-5699,1552-4191,1935.0,http://www.sagepub.com/,1503,C
Business Economics: designed to serve the needs of people who use economics in their work,0007-666X,1554-432X,1966.0,http://www.palgrave-journals.com/,1402,B
Business Education and Accreditation,1944-5903,,2009.0,www.theIBFR.com,1503,C
Business Ethics Quarterly,1052-150X,,1991.0,https://secure.pdcnet.org/pdc/bvdb.nsf/journal?openformjournal=pdc_beq,1503,A
Business Ethics: A European Review,0962-8770,1467-8608,1992.0,http://www.wiley.com/,1503,B
Business History,0007-6791,1743-7938,1951.0,http://www.ebscohost.com/,1503,A
Business History Review,0007-6805,,1926.0,http://www.hbs.edu/bhr/,1503,A
Business Horizons,0007-6813,1873-6068,1957.0,http://www.elsevier.com/,1503,C
Business Journal for Entrepreneurs (Quarterly),1548-1859,,1988.0,http://www.franklinpublishing.net/,1503,C
Business Law Review,1533-7421,,1995.0,http://heinonline.org/,180105,C
Business Law Today,1059-9436,,1980.0,http://www.abanet.org/,180105,C
Business Perspectives,0896-3703,,1963.0,,1503,C
Business Process Management Journal,1463-7154,1758-4116,1995.0,http://www.emeraldinsight.com/,806,B
Business Process Management Journal,1463-7154,1758-4116,1995.0,http://www.emeraldinsight.com/,1503,C
Business Strategy and the Environment,0964-4733,1099-0836,1992.0,http://www3.interscience.wiley.com/,1503,B
Business Strategy Review,0955-6419,1467-8616,1990.0,http://www.wiley.com/,1503,B
Cadernos de Pos-Graduacao em Direito Politico e Economico,1678-2127,,2001.0,,1402,C
California Management Review,0008-1256,,1958.0,http://cmr.berkeley.edu/,1503,A
Cambridge Journal of Economics,0309-166X,1464-3545,1977.0,http://cje.oxfordjournals.org/,1402,A
Cambridge Law Journal,0008-1973,1469-2139,1921.0,http://journals.cambridge.org/,180105,A*
Canadian Bar Review,0008-3003,,1923.0,http://www.cba.org/CBA/Canadian_Bar_Review/Main/,180105,B
Canadian Business Law Journal,0319-3322,,1976.0,http://heinonline.org/,180105,A
Canadian Journal of Administrative Sciences-Revue Canadienne des Sciences de l Administration,0825-0383,1936-4490,1984.0,http://www3.interscience.wiley.com/,1503,B
Canadian Journal of Agricultural Economics-Revue Canadienne d Agroeconomie,0008-3976,1744-7976,1952.0,http://www.wiley.com/,1402,A
Canadian Journal of Development Studies,0225-5189,,1980.0,http://www.cjds.ca/e/index.html,1402,B
Canadian Journal of Economics,0008-4085,1540-5982,1968.0,http://www.wiley.com/,1402,A
Canadian Journal of Marketing Research,0829-4836,,1980.0,http://www.mria-arim.ca/ONLINEBOOKSTORE/default.asp,1505,C
Canadian Journal of Statistics,0319-5724,1708-945X,1973.0,http://www3.interscience.wiley.com/,1403,B
Canadian Journal of Transportation,1715-2127,,2007.0,http://journals.hil.unb.ca/,1507,C
Canadian Public Policy,0317-0861,1911-9917,1975.0,http://www.utpjournals.com/cpp/cpp.html,1499,B
Canadian Tax Journal,0008-5111,,1953.0,http://www.ctf.ca/publications/journal.asp,180125,A*
Canberra Law Review,1320-6702,,1994.0,http://search.informit.com.au/,180105,C
Canterbury Law Review,0112-0581,,1980.0,http://search.informit.com.au/,180105,B
Capital and Class,0309-8168,2041-0980,1970.0,http://www.proquest.co.uk/en-UK/,1499,B
Capital Markets Law Journal,1750-7219,1750-7227,2006.0,http://cmlj.oxfordjournals.org/,180105,A
Capitalism and Society,,1932-0213,2006.0,http://www.bepress.com/cas/,1402,C
Career Development for Exceptional Individuals,0885-7288,1557-5047,1978.0,http://cde.sagepub.com/,1503,C
Career Development International,1362-0436,1758-6003,1996.0,http://www.emeraldinsight.com/,1503,C
Casualty Actuarial Society Forum,1046-6487,,1924.0,http://www.casact.org/pubs/index/,1502,C
Cayapa: revista venezolana de economia social,,1317-5734,2001.0,http://www.saber.ula.ve/cayapa/,1402,C
Central Bank Review,1303-0701,1305-8800,2001.0,http://www.tcmb.gov.tr/research/review/,1502,C
Central European Journal of Operations Research,1435-246X,1613-9178,1992.0,http://www.springer.com/,1503,C
CES - IFO Economic Studies,1610-241X,1612-7501,1955.0,http://cesifo.oxfordjournals.org/,1402,C
Chartered Institute of Building: Construction Information Quarterly,1469-4891,,1976.0,http://www.swetswise.com/,1504,C
China Accounting  Finance Review,1029-807X,,1999.0,http://www.af.polyu.edu.hk/,1501,C
China Agricultural Economic Review,1756-137X,1756-1388,2009.0,http://info.emeraldinsight.com/,1402,C
China and World Economy,1671-2234,1749-124X,1993.0,http://www3.interscience.wiley.com/,1402,B
China Economic Review,1043-951X,1873-7781,1989.0,http://www.elsevier.com/,1402,B
China Information: a journal on contemporary China studies,0920-203X,1741-590X,1967.0,http://cin.sagepub.com/,1499,B
China Journal of Accounting Research,1755 3091,,2008.0,http://www.cnjar.com/,1501,C
China Quarterly: an international journal for the study of China,0305-7410,1468-2648,1959.0,http://journals.cambridge.org/,1402,A
Chinese Management Studies,1750-614X,1750-6158,2007.0,http://www.emeraldinsight.com/,1503,C
Chinese Rural Economy,1002-8870,,1985.0,http://zgncjj.periodicals.net.cn/default.html,1402,C
Chronique Internationale de l'I R E S,1285-087X,,1989.0,http://www.proquest.com/,1499,B
"Ciclos: en la historia, la economia y la sociedad",0327-4063,1851-3735,1991.0,,1402,C
Citizenship Studies,1362-1025,1469-3593,1997.0,http://www.informaworld.com/,1503,C
Civil Justice Quarterly,0261-9261,,1982.0,http://www.sweetandmaxwell.co.uk/,180105,B
Climate Policy,1469-3062,1752-7457,2001.0,http://www.earthscan.co.uk/?tabid=480,1503,C
Cliometrica: journal of historical economics and econometric history,1863-2505,1863-2513,2007.0,http://www.springer.com/,1402,C
Cognitive Psychology,0010-0285,1095-5623,1970.0,http://www.sciencedirect.com/,1503,A
Columbia Business Law Review,0898-0721,1930-7934,1986.0,http://www.heinonline.org/,180105,A
Columbia Journal of Asian Law,1094-8449,,1987.0,http://au.westlaw.com/,180105,A
"Columbia Journal of Law and the Arts:  quarterly journal of law and the arts, entertainment, communications and intellectual property",1544-4848,,1974.0,http://www.lawandarts.org/,180105,A
Columbia Journal of Transnational Law,0010-1931,,1961.0,http://www.heinonline.org/,180105,A
Columbia Law Review,0010-1958,1945-2268,1901.0,http://www.heinonline.org/,180105,A*
Commercial Law Journal,1833-9506,,2006.0,http://www.thomsonreuters.com.au/academic/wn_clj.asp,180105,A*
Commercial Law Quarterly,0819-4262,,1968.0,http://search.informit.com.au/,180105,C
Common Law World Review,1473-7795,1740-5556,1972.0,http://www.heinonline.org/,180105,B
Common Market Law Review,0165-0750,1875-8320,1962.0,http://heinonline.org/,180105,B
Commonwealth and Comparative Politics,1466-2043,1743-9094,1961.0,http://www.informaworld.com/,1499,C
Communication Monographs,0363-7751,1479-5787,1934.0,http://www.informaworld.com/,1503,A
Communication Research,0093-6502,1552-3810,1974.0,http://crx.sagepub.com/,1503,A
Communication Theory,1050-3293,1468-2885,1991.0,http://www3.interscience.wiley.com/,1503,A
Communications in Statistics: Theory and Methods,0361-0926,1532-415X,1970.0,http://www.informaworld.com/,1403,B
Communications Law Bulletin,0727-1301,,1981.0,,180105,C
Communications of the Association for Information Systems,1529-3181,,,http://www.ebscohost.com/,806,A
Communications of the IBIMA,1943-7765,,2008.0,http://www.ibima.org/cibima.html,806,c
Communications of the ICISA,1533-2454,,2002.0,,806,C
Communications of the IIMA,1543-5970,1941-6687,2002.0,http://www.iima.org/CIIMA/CIIMA.html,806,B
Community Development Journal,0010-3802,1468-2656,1949.0,http://cdj.oxfordjournals.org/,1402,B
"Community, Work and Family",1366-8803,1469-3615,1998.0,http://www.informaworld.com/,1503,C
Company and Securities Law Journal,0729-2775,,1982.0,http://legalonline.thomson.com.au/jour/,180105,A
Company Lawyer,0144-1027,,1980.0,http://au.westlaw.com/,180105,B
Comparative Economic Studies,0888-7233,1478-3320,1961.0,http://www.palgrave-journals.com/,1402,B
Comparative Labor Law and Policy Journal,1095-6654,,1967.0,http://www.heinonline.org/,180105,A
Comparative Political Studies,0010-4140,1552-3829,1968.0,http://cps.sagepub.com/,1499,B
Comparative Politics,0010-4159,2151-6227,1968.0,http://www.jstor.org/,1499,A
Competition and Change: the journal of global business and political economy,1024-5294,1477-2221,1996.0,http://www.ebscohost.com/,1499,B
Competition and Consumer Law Journal,1039-5598,,1993.0,http://www.lexisnexis.com/au/legal/,180105,A
Competition and Regulation in Network Industries,1783-5917,,2000.0,,1402,B
Competition Law Journal,1476-9085,,2002.0,,180105,C
Competitiveness Review: an international business journal,1059-5422,,1991.0,,1503,C
Computational Economics,0927-7099,1572-9974,1988.0,http://springerlink.metapress.com/,1402,B
Computational Management Science,1619-697X,1619-6988,2003.0,http://www.springer.com/,1503,B
Computational Optimization and Applications,0926-6003,1573-2894,1992.0,http://www.springerlink.com/,1403,B
Computational Statistics and Data Analysis,0167-9473,1872-7352,1983.0,http://www.sciencedirect.com/,1403,A
Computer and Telecommunications Law Review,1357-3128,,1995.0,http://www.sweetandmaxwell.co.uk/,180105,C
Computer Methods and Programs in Biomedicine,0169-2607,1872-7565,1970.0,http://www.sciencedirect.com/,1403,A
Computer Supported Cooperative Work: the journal of collaborative computing,0925-9724,1573-7551,1992.0,http://www.springer.com/,806,A
Computers and Operations Research,0305-0548,1873-765X,1974.0,http://www.elsevier.com/,1503,A
Computers and Security,0167-4048,1872-6208,1982.0,http://www.sciencedirect.com/,806,B
Computers in Higher Education Economics Review,1358-5363,,1987.0,http://www.economicsnetwork.ac.uk/cheer/,1402,C
Computers in Human Behavior,0747-5632,1873-7692,1985.0,http://www.sciencedirect.com/,806,B
Conflict Management and Peace Science,0738-8942,1549-9219,1974.0,http://cmp.sagepub.com/,1402,B
Conflict Resolution Quarterly,1536-5581,1541-1508,1983.0,http://www.acrnet.org/,1503,B
Conradi Research Review,1459-0980,,,http://www.tuta.fi/conradi/,1503,C
Constitutional Political Economy,1043-4062,1572-9966,1990.0,http://springerlink.metapress.com/,1402,B
"Construction Innovation: Information, Process, Management",1471-4175,1477-0857,1992.0,http://www.emeraldinsight.com/,1504,B
Construction Law Journal,0267-2359,,1984.0,,180105,B
Construction Management and Economics,0144-6193,1466-433X,1983.0,http://www.informaworld.com/,1504,A
Consumer Finance Law Quarterly Report,0883-4555,,1946.0,,180105,C
"Consumption, Markets and Culture",1025-3866,1477-223X,1997.0,http://www.informaworld.com/,1505,B
Contemporary Accounting Research,0823-9150,1911-3846,1984.0,http://www.caaa.ca/CAR/index.html,1501,A*
Contemporary Economic Policy,1074-3529,1465-7287,1982.0,http://proquest.umi.com/,1402,A
Contemporary Management Research: an international journal,1813-5498,,2005.0,http://cmr.atisr.org/,1503,B
Contemporary Pacific,1043-898X,1527-9464,1989.0,http://muse.jhu.edu/,1499,B
Contemporary Sociology,0094-3061,1939-8638,1972.0,http://www.proquest.co.uk/en-UK/,1503,C
Contemporary Southeast Asia: a journal of international and strategic affairs,0129-797X,,1979.0,http://www.proquest.co.uk/en-UK/,1499,C
Contemporary Wales: an annual review of economic and social research,0951-4937,,1987.0,http://www.uwp.co.uk/book_desc/cw.html,1402,C
Contributions to Political Economy,0277-5921,1464-3588,1982.0,http://cpe.oxfordjournals.org/,1402,B
Copyright Society of the U.S.A. Journal,0886-3520,,1953.0,http://www.csusa.org/pubs.htm#J,180105,B
Cornell Hospitality Quarterly: hospitality leadership through learning,1938-9663,1938-9655,2008.0,http://cqx.sagepub.com/,1506,B
Cornell International Law Journal,0010-8812,1930-7977,1967.0,http://www.heinonline.org/,180105,B
Cornell Law Review,0010-8847,,1915.0,http://www.heinonline.org/,180105,A*
"Corporate Board: role, duties and composition",1810-8601,,2003.0,,180105,C
Corporate Communications:  An International Journal,1356-3289,1758-6046,1996.0,http://www.proquest.co.uk/en-UK/,1505,B
Corporate Finance Review,1089-327X,,1997.0,http://ria.thomsonreuters.com/,1502,C
Corporate Governance eJournal,,1836-1110,2005.0,http://www.austlii.edu.au/,180105,C
Corporate Governance International,1028-9666,,1998.0,http://www.emeraldinsight.com/,180105,B
Corporate Governance: An International Review,0964-8410,1467-8683,1992.0,http://www.wiley.com/,1503,A
Corporate Governance: The International Journal of Business in Society,1472-0701,1758-6054,2001.0,http://www.emeraldinsight.com/,1503,C
Corporate Ownership and Control,1727-9232,1810-3057,2003.0,http://www.ebscohost.com/,1501,B
Corporate Reputation Review,1363-3589,1479-1889,1996.0,http://www.palgrave-journals.com/,1503,C
Corporate Social Responsibility and Environmental Management,1535-3958,1535-3966,1994.0,http://interscience.wiley.com/,1503,C
Corporate Taxation,1534-715X,,1973.0,http://www.proquest.com/,180125,C
Cost Effectiveness and Resource Allocation,1478-7547,,2003.0,http://www.resource-allocation.com/,1402,C
Cost Management,1092-8057,,1987.0,http://ria.thomson.com/,1501,C
Creativity and Innovation Management,0963-1690,1467-8691,1992.0,http://www.wiley.com/,1503,C
"Crime, Law and Social Change: an interdisciplinary journal",0925-4994,1573-0751,1977.0,http://www.springerlink.com/,180105,B
Critical Asian Studies,1467-2715,1472-6033,1968.0,http://www.informaworld.com/,1503,B
Critical Discourse Studies,1740-5904,1740-5912,2004.0,http://www.informaworld.com/,1503,B
Critical Perspectives on Accounting,1045-2354,1095-9955,1990.0,http://www.elsevier.com/,1501,A
Critical Perspectives on International Business,1742-2043,1758-6062,2005.0,http://www.emeraldinsight.com/,1503,C
Critical Studies in Media Communication,1529-5036,1479-5809,1984.0,http://www.informaworld.com/,1503,C
Cross Cultural Management: An International Journal,1352-7606,1758-6089,1994.0,http://www.emeraldinsight.com/,1503,C
Cuadernos de Economia,0121-4772,,1979.0,,1402,C
Cuadernos de Economia: Latin American journal of economics,0716-0046,0717-6821,1963.0,http://www.cuadernosdeeconomia.cl/,1402,C
Cuadernos de Relaciones Laborales,1131-8635,,1992.0,http://revistas.ucm.es/portal/modulos.php?name=principalcol=1,1499,C
Cultures and Organizations,1475-9551,1477-2760,1995.0,http://www.tandf.co.uk/,1503,C
Current Issues in Tourism,1368-3500,1747-7603,1998.0,http://www.swetswise.com/,1506,B
Current Legal Problems,0070-1998,,1948.0,,180105,A
Current Politics and Economics of Europe,1057-2309,,1990.0,https://www.novapublishers.com/,1402,C
